name,Project_Creation,Issue_Id,Person_Commited,User_Id,Commit_id,Commit_Sha,Commit_Date
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499882,da99b9c4cf8af1f264549fc8577af00463b1b7a8,"2008-02-01 10:56:41"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499878,43c52c96ad105efbe329b62ab7e54b0cb5e9f811,"2008-02-01 11:07:55"
mongo,"2009-01-15 08:15:18",505901,"Eliot Horowitz",505901,499881,4df9632b6a9a8147e4354f5bd586c211d332b7ff,"2008-02-05 12:50:42"
mongo,"2009-01-15 08:15:18",505901,"Eliot Horowitz",505901,499880,02c5ac320629639a03ff23844b13453152a9d7b9,"2008-02-05 14:32:44"
mongo,"2009-01-15 08:15:18",505901,"Eliot Horowitz",505901,499879,7ab80ff396295a102c85083ebcf38518fdfa3d50,"2008-02-05 14:33:35"
mongo,"2009-01-15 08:15:18",505901,"Eliot Horowitz",505901,499877,dfd1aaafb8709c416783916200d51fcaea6a7564,"2008-02-05 14:33:52"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499876,329020083a639d04c052a1a46d8c25d908d74d06,"2008-02-10 13:28:48"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499875,32ae4e1d1268f8a754d3495e6564103d618b5b71,"2008-02-10 13:29:10"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499874,ab8490242865014b2ad50e4db50d830e0faf4b62,"2008-02-10 18:34:17"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499873,e91eda24151567047219e9c925f3960fdc318dd7,"2008-02-11 08:23:02"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499872,d58f6303583762c74c9d90576d63ce818f1516b2,"2008-02-11 08:37:11"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499871,4669f5d10b89fbf59ce3d051c376ba19addf2446,"2008-02-11 09:36:51"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499870,f6c30d15f08d567b2f5ae6111443825edc04f1e4,"2008-02-11 20:38:10"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499869,33b635ea54e5485a8144ba45d3459298fe671208,"2008-02-12 07:12:07"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499867,4f4c54fcbbf19207429e58d18f333957756874bc,"2008-02-12 20:59:34"
mongo,"2009-01-15 08:15:18",505956,"Eliot Horowitz",505956,499868,5b0458b68ed87a0aa12b050694b161e5487ebc4c,"2008-02-12 21:07:01"
mongo,"2009-01-15 08:15:18",505956,"Eliot Horowitz",505956,499866,803b7e32d9669807260c8a6549fcf7fe54ab0859,"2008-02-12 21:18:35"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499865,b59d9b5f65cd819c528282cafbeaab95d0775efb,"2008-02-12 21:26:39"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499864,031790ba190cb677a89b4a6c75c1905c1c85bc1e,"2008-02-13 07:20:31"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499863,8b6fb113853726ba7b5e1f47900c3a2069826174,"2008-02-13 21:19:21"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499862,e895ee68441ba121708bc468974dd94a5d0f8794,"2008-02-14 09:50:13"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499861,6d1d189d79afe4c4b5f49bb33a44a0708a773b93,"2008-02-14 09:59:10"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499860,40aa7d63b949c02315b399cd711bf97e6ca84800,"2008-02-16 19:23:37"
mongo,"2009-01-15 08:15:18",505916,yellow,505916,499854,3be5d865852314623301dd1d7803f42c8a8c3d68,"2008-02-17 08:28:31"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499859,1ebb06ede3d50f5018e6dd81009e8f16e8fc2ded,"2008-02-20 20:01:45"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499858,661156fd1addb479af105f89cc19f54f7874a407,"2008-02-24 08:29:42"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499857,0fafc08113b9929320e4689d700c455907ec987f,"2008-02-24 11:15:36"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499856,13e6a66d0897a41c31bc0b49dac4c41b74fb14e8,"2008-02-24 11:59:03"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499855,9cb73f240f808d89b9a394286dcae464c1016e6e,"2008-02-24 17:16:36"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499853,3fc3a61fdabc5eb663348b2d1dc5080bbdde6823,"2008-02-24 18:45:03"
mongo,"2009-01-15 08:15:18",505916,yellow,505916,499851,dc20e53904feaeccd03c2b864af58e7ef017816e,"2008-02-25 14:18:01"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499852,dce3cb2a9e6b01044af0edd7b1b5bfbfddddcc04,"2008-02-25 15:22:10"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499850,880049d39e7bbf5aa496e2e5ee673721fc44e1b4,"2008-02-25 16:13:30"
mongo,"2009-01-15 08:15:18",505916,yellow,505916,499849,57ebc636f2e015f0bf2549584b76b046506b1e80,"2008-02-26 04:36:57"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499848,7dc85fae2cf1a4dc178c0a530a9822f955ec9885,"2008-02-26 13:50:29"
mongo,"2009-01-15 08:15:18",505916,yellow,505916,499845,9398246078597aa850477ea33fb03b46476db9da,"2008-02-26 14:22:39"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499847,158889dccdf44fad5ecf066df727ee6006b719e1,"2008-02-27 15:17:48"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499846,ed155a7fdbe3f85a3909d238b5777838915bbea4,"2008-02-27 15:36:26"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499844,a00a904aa7f3f87a1cc6bd7d9c8a9d6b4d2e3cbb,"2008-02-27 15:56:42"
mongo,"2009-01-15 08:15:18",505916,yellow,505916,499842,d70f23c37fc642421e72303049451f926e655904,"2008-02-27 19:30:03"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499843,8a66ac7a48e608c2939817d826af355e698a880c,"2008-02-28 10:38:56"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499841,225d58f88ee2233ef868ef570228bcbe52735dd1,"2008-02-28 13:29:31"
mongo,"2009-01-15 08:15:18",505916,yellow,505916,499835,ef779e83bdf5b2ad6aa1eb5c5eab6af664916641,"2008-02-28 13:30:20"
