name,Project_Creation,Issue_Id,Person_Commited,User_Id,Commit_id,Commit_Sha,Commit_Date
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499522,ab00e9875b064f965f8070eb428e925e884aa6b0,"2008-10-02 13:25:57"
mongo,"2009-01-15 08:15:18",505949,dwight,505949,499526,3028627f01ce095b3ba493744b824ba8a03899a6,"2008-10-04 15:42:18"
mongo,"2009-01-15 08:15:18",505949,dwight,505949,499525,2f9c588ef69ebffc9b0d3f724095025d5fc62720,"2008-10-04 18:28:49"
mongo,"2009-01-15 08:15:18",12722,Eliot,12722,499524,98823b6ca4399d2bda300caae3055ec398262b9d,"2008-10-07 04:18:19"
mongo,"2009-01-15 08:15:18",505949,dwight,505949,499523,4f23bf199f36a0c25dd5d6abd5620a68935a5f66,"2008-10-08 14:20:02"
mongo,"2009-01-15 08:15:18",505949,dwight,505949,499521,8fbdd649972b80a709d85ddb2ec6c48fff078c6d,"2008-10-08 14:20:17"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499520,2391b9083c86adfe6922d7fb062e2582aefe876a,"2008-10-08 15:04:44"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499519,1007d70adfcc3e5300756378e9db2e4931566605,"2008-10-08 15:04:53"
mongo,"2009-01-15 08:15:18",505949,dwight,505949,499517,f9b2cfb7f0aeade4356f19f44c6126a269258579,"2008-10-08 16:42:27"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499518,d7781cda232c7b8aba200c773bdebd341a409447,"2008-10-09 13:06:56"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499515,732e1371190186799ace0d01cd3bf5930c401995,"2008-10-09 13:29:04"
mongo,"2009-01-15 08:15:18",505949,dwight,505949,499516,875e674cb0a350b4e5c0d9b702c041a57161ef8a,"2008-10-10 06:57:04"
mongo,"2009-01-15 08:15:18",505949,dwight,505949,499514,b7ab4883587dd42d2395964ec7a9d5706c982382,"2008-10-10 06:57:26"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499513,6ff1bb8bf193aa973781b205af1d73cc60782e90,"2008-10-10 07:10:21"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499512,74de3ee5faec883497b280b2775d15770dc5a028,"2008-10-10 07:10:29"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499511,084303afb7cfe05e864cde8df3ee3eb37910cd25,"2008-10-10 07:21:41"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499510,887b437b9c3acc031e4e44d09dde1fe69ae25c5a,"2008-10-10 09:55:02"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499509,b696111e643227a49260caaff107e6c727c356a6,"2008-10-10 12:55:21"
mongo,"2009-01-15 08:15:18",115,"Check your git settings!",115,499508,edb03141fb9255cc44a11d51fbafe619166bd26f,"2008-10-11 13:32:33"
mongo,"2009-01-15 08:15:18",115,"Check your git settings!",115,499507,2a9c303a5a492664d22b2ae305a0ec9a76d7bc75,"2008-10-12 17:09:59"
mongo,"2009-01-15 08:15:18",12722,Eliot,12722,499506,1c26815d9fed9b912ffa6b650b6d933710866636,"2008-10-12 18:26:08"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499505,7af92d70d6736cbb5c90a907e7b94a3b04646957,"2008-10-13 05:28:53"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499504,e7931c2ad603a2d1ce597b69cfb4f6d14c08276f,"2008-10-13 11:55:38"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499503,1bef26dcc0f98e628a7c2f15b1b445c419810fe4,"2008-10-13 12:19:39"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499502,cdc9ae445c94ccea86940df6c84f94c669796569,"2008-10-13 13:58:51"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499501,87d0ed26c42d0f6da68bad6dccd2aae8d8e33516,"2008-10-14 10:02:43"
mongo,"2009-01-15 08:15:18",18714,"Geir Magnusson Jr",18714,499497,6ed8c54cde486a4fe780de489308683f35ea9c7e,"2008-10-14 17:05:55"
mongo,"2009-01-15 08:15:18",18714,"Geir Magnusson Jr",18714,499493,50cc27e15468cdd5646c735190bb902df3b3381e,"2008-10-14 17:07:09"
mongo,"2009-01-15 08:15:18",115,"Check your git settings!",115,499500,1dfa84d13269d9948e7dfd5e033d83832474a1e9,"2008-10-19 06:02:37"
mongo,"2009-01-15 08:15:18",115,"Check your git settings!",115,499499,74624cebd8f7369b9cb6550ab037fecd06080d37,"2008-10-19 08:17:25"
mongo,"2009-01-15 08:15:18",115,"Check your git settings!",115,499498,64769580b1c63706e0e923322d49728bd065aa53,"2008-10-19 09:48:04"
mongo,"2009-01-15 08:15:18",115,"Check your git settings!",115,499496,f91cff53a095d9b92cfde329350afc7f3d31841c,"2008-10-19 14:46:53"
mongo,"2009-01-15 08:15:18",115,"Check your git settings!",115,499495,e7ca864e925d3d4d2c40997294d48d15b23506ac,"2008-10-19 14:48:11"
mongo,"2009-01-15 08:15:18",505949,dwight,505949,499494,1a5e1791a371cf7838a8dd77d14245a4eba7a743,"2008-10-19 16:23:38"
mongo,"2009-01-15 08:15:18",18714,"Geir Magnusson Jr",18714,499492,d9efe9931f176416ce95a7c323b25c05335a6395,"2008-10-20 10:55:06"
mongo,"2009-01-15 08:15:18",18714,"Geir Magnusson Jr",18714,499491,b6a466b6194e07e5d5fe8df422fd0ceeaa1e7726,"2008-10-21 09:09:44"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499490,0aef80f8cc9607db79fbc491d46b054f7504e205,"2008-10-21 12:13:48"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499489,13480027d90f8b2da17e099cadaeaa22c04a3be1,"2008-10-22 12:56:39"
mongo,"2009-01-15 08:15:18",12438,"Dwight Merriman",12438,499488,1875ee8151c15677c7396b15a715be99b8f1ee62,"2008-10-24 13:51:28"
mongo,"2009-01-15 08:15:18",115,"Check your git settings!",115,499487,9bc872695d6bd2875e4e7b050780ee074691981b,"2008-10-29 14:48:03"
mongo,"2009-01-15 08:15:18",115,"Check your git settings!",115,499486,ac9bd9ce6020142548432b006d500dc70f8cfee2,"2008-10-29 15:26:06"
mongo,"2009-01-15 08:15:18",115,"Check your git settings!",115,499485,45d9d8db480c712d562900de3358788a8b12beff,"2008-10-31 17:17:54"
